id_usuario;edad;nacionalidad;origen;tipo_turista_preferido;compañia_viaje;frecuencia_viaje;restricciones_movilidad;presupuesto_estimado;sitios_visitados;calificacion_sitios_previos;tiempo_estancia_promedio
U09966;60;Argentina;Extranjero;aventura;amigos;2;ninguna;329991;32;4.1;138
U09967;39;Colombia;Barranquilla;cultural;solo;1;ninguna;236988;2;3.6;178
U09968;49;Colombia;Manizales;gastronómico;amigos;1;leve;154477;33;4.3;168
U09969;31;Colombia;Pereira;cultural;familia;1;ninguna;390492;0;4.2;54
U09970;65;Colombia;Villavicencio;gastronómico;amigos;2;ninguna;231327;36;4.3;45
U09971;45;Colombia;Cali;cultural;pareja;2;ninguna;187792;5;4.0;46
U09972;31;Colombia;Pasto;cultural;pareja;3;ninguna;82313;32;3.8;255
U09973;46;Colombia;Pasto;naturaleza;amigos;2;ninguna;371830;35;4.4;212
U09974;23;Colombia;Villavicencio;naturaleza;pareja;2;ninguna;252520;22;3.8;293
U09975;54;Colombia;Cali;gastronómico;amigos;2;ninguna;151872;32;4.1;324
U09976;41;Colombia;Cali;cultural;pareja;4;ninguna;200060;32;4.2;270
U09977;25;Colombia;Ibagué;gastronómico;pareja;3;ninguna;267455;2;3.5;231
U09978;55;Alemania;Extranjero;aventura;pareja;2;ninguna;133463;33;4.6;252
U09979;41;Colombia;Pereira;relax_fotografía;pareja;2;ninguna;111904;36;3.3;163
U09980;57;Colombia;Medellín;naturaleza;pareja;1;silla_ruedas;136566;4;4.0;96
U09981;27;Colombia;Cartagena;aventura;solo;3;ninguna;265033;19;4.4;73
U09982;33;Colombia;Cúcuta;cultural;pareja;1;ninguna;315220;13;3.7;96
U09983;32;México;Extranjero;cultural;pareja;2;ninguna;415526;35;4.8;341
U09984;69;Colombia;Medellín;aventura;pareja;2;ninguna;254803;38;3.9;129
U09985;45;Colombia;Ibagué;gastronómico;pareja;1;ninguna;413933;19;4.5;286
U09986;55;Brasil;Extranjero;cultural;familia;2;ninguna;215446;25;4.5;215
U09987;49;Colombia;Cúcuta;cultural;familia;2;ninguna;220131;11;4.4;266
U09988;34;Colombia;Cúcuta;naturaleza;pareja;2;ninguna;249406;12;5.0;144
U09989;24;Argentina;Extranjero;naturaleza;amigos;3;ninguna;240427;17;4.2;184
U09990;61;Colombia;Barranquilla;naturaleza;amigos;2;ninguna;272992;17;5.0;40
U09991;38;Colombia;Neiva;naturaleza;pareja;3;ninguna;165335;15;3.4;152
U09992;25;Colombia;Tunja;gastronómico;familia;2;ninguna;232339;33;4.3;77
U09993;68;Colombia;Ibagué;relax_fotografía;amigos;3;ninguna;80000;10;3.4;268
U09994;46;Colombia;Villavicencio;cultural;solo;1;ninguna;253362;22;5.0;246
U09995;18;Colombia;Manizales;aventura;amigos;1;ninguna;213956;36;4.9;147
U09996;28;Colombia;Cali;naturaleza;familia;1;ninguna;277248;13;4.6;32
U09997;35;Colombia;Ibagué;relax_fotografía;solo;1;ninguna;80000;2;4.2;179
U09998;67;Colombia;Ibagué;relax_fotografía;familia;1;ninguna;309813;18;4.4;250
U09999;21;Colombia;Bucaramanga;aventura;amigos;2;ninguna;181938;11;3.2;273
U10000;43;Colombia;Cali;naturaleza;familia;2;ninguna;289954;16;3.5;312
U10001;62;Colombia;Pereira;cultural;pareja;1;ninguna;196657;38;4.6;171
U10002;31;Colombia;Manizales;relax_fotografía;pareja;2;ninguna;217235;33;3.8;225
U10003;18;México;Extranjero;aventura;solo;2;ninguna;244978;36;4.4;77
U10004;48;Colombia;Cartagena;relax_fotografía;amigos;2;ninguna;214570;0;4.9;337
U10005;42;Colombia;Bogotá;aventura;amigos;2;ninguna;264932;35;4.0;83
U10006;48;Francia;Extranjero;cultural;pareja;1;ninguna;184165;3;3.9;89
U10007;69;Colombia;Cúcuta;naturaleza;amigos;1;leve;257912;8;4.5;236
U10008;51;Colombia;Cúcuta;relax_fotografía;familia;2;ninguna;212626;26;4.0;293
U10009;20;Colombia;Neiva;naturaleza;pareja;3;ninguna;208587;33;4.3;349
U10010;21;Colombia;Cúcuta;gastronómico;familia;2;ninguna;178535;25;3.8;253
U10011;46;Colombia;Bogotá;naturaleza;pareja;3;ninguna;80977;30;4.3;125
U10012;22;Colombia;Tunja;gastronómico;familia;2;ninguna;243214;22;4.6;325
U10013;53;Colombia;Bogotá;cultural;pareja;2;ninguna;187964;2;4.3;233
U10014;65;Colombia;Cúcuta;cultural;pareja;2;ninguna;171794;32;3.4;246
U10015;53;Colombia;Neiva;cultural;pareja;1;ninguna;80000;19;4.1;164
U10016;31;Colombia;Barranquilla;naturaleza;pareja;2;ninguna;268477;12;5.0;236
U10017;34;Colombia;Bucaramanga;naturaleza;solo;2;ninguna;287499;0;4.7;103
U10018;22;Estados Unidos;Extranjero;naturaleza;amigos;1;ninguna;153099;33;4.3;103
U10019;26;Colombia;Pasto;aventura;pareja;2;ninguna;113262;19;4.1;151
U10020;35;Colombia;Cúcuta;cultural;familia;2;ninguna;272474;30;4.1;294
U10021;33;Colombia;Pasto;cultural;solo;3;ninguna;292653;13;3.6;358
U10022;20;Colombia;Tunja;aventura;solo;1;ninguna;296931;38;3.8;138
U10023;21;Colombia;Villavicencio;cultural;familia;2;ninguna;143960;29;4.8;117
U10024;51;Colombia;Ibagué;naturaleza;pareja;1;ninguna;306951;28;3.8;336
U10025;63;Colombia;Pereira;aventura;pareja;2;ninguna;107250;32;4.5;347
U10026;21;Colombia;Tunja;naturaleza;amigos;3;ninguna;225484;0;4.0;121
U10027;51;Canadá;Extranjero;cultural;amigos;3;ninguna;263718;6;4.8;63
U10028;40;Colombia;Pasto;gastronómico;amigos;1;ninguna;172843;39;4.8;51
U10029;56;Colombia;Bucaramanga;gastronómico;pareja;4;ninguna;208094;2;4.8;313
U10030;35;Colombia;Pereira;naturaleza;pareja;4;ninguna;131914;15;4.7;248
U10031;35;Colombia;Cali;aventura;solo;1;ninguna;226560;5;4.3;307
U10032;64;Colombia;Pereira;gastronómico;solo;1;ninguna;261906;36;3.1;260
U10033;44;Colombia;Manizales;relax_fotografía;solo;2;ninguna;329532;6;4.5;203
U10034;37;Colombia;Medellín;aventura;amigos;3;ninguna;269365;24;3.5;111
U10035;39;Colombia;Cúcuta;naturaleza;pareja;2;ninguna;80000;39;4.2;186
U10036;61;Colombia;Tunja;aventura;familia;3;ninguna;154427;25;4.3;310
U10037;40;Colombia;Cali;aventura;pareja;3;leve;211801;13;4.6;173
U10038;53;Colombia;Ibagué;naturaleza;pareja;2;ninguna;98794;17;4.2;136
U10039;18;Colombia;Medellín;gastronómico;pareja;3;ninguna;332823;15;4.0;40
U10040;51;Estados Unidos;Extranjero;cultural;amigos;4;ninguna;193710;12;3.4;80
U10041;31;Colombia;Villavicencio;naturaleza;pareja;1;ninguna;199481;32;4.6;143
U10042;31;España;Extranjero;cultural;pareja;3;ninguna;275817;35;4.0;202
U10043;47;Colombia;Ibagué;naturaleza;pareja;2;ninguna;276798;23;5.0;186
U10044;31;Colombia;Pasto;aventura;amigos;1;ninguna;80000;17;4.7;143
U10045;32;Colombia;Barranquilla;cultural;solo;2;ninguna;233486;19;3.7;330
U10046;60;Colombia;Pereira;cultural;familia;1;ninguna;257908;25;3.2;257
U10047;55;Colombia;Bogotá;naturaleza;pareja;2;ninguna;212446;39;4.2;299
U10048;44;Colombia;Neiva;cultural;familia;2;ninguna;145156;22;4.5;220
U10049;30;Francia;Extranjero;cultural;pareja;2;ninguna;360397;4;4.6;351
U10050;54;Colombia;Pereira;aventura;pareja;4;ninguna;210344;12;4.4;311
U10051;65;Alemania;Extranjero;naturaleza;amigos;3;ninguna;205392;32;3.5;173
U10052;50;Colombia;Pereira;naturaleza;familia;2;ninguna;243967;18;3.9;195
U10053;44;Colombia;Pasto;relax_fotografía;familia;1;leve;175698;38;4.1;98
U10054;28;Colombia;Bucaramanga;naturaleza;familia;1;ninguna;166771;36;4.6;356
U10055;38;Colombia;Pasto;naturaleza;familia;3;ninguna;80000;15;4.2;37
U10056;41;Colombia;Pasto;cultural;familia;3;ninguna;163065;26;3.7;293
U10057;18;Colombia;Cartagena;aventura;pareja;2;ninguna;236539;27;4.5;104
U10058;58;Colombia;Cúcuta;naturaleza;solo;1;ninguna;355223;1;4.7;42
U10059;39;Colombia;Bucaramanga;aventura;pareja;3;ninguna;169941;36;3.7;38
U10060;28;Colombia;Manizales;relax_fotografía;amigos;3;ninguna;221813;14;4.6;291
U10061;56;Colombia;Cartagena;naturaleza;familia;1;ninguna;325442;12;4.3;64
U10062;55;Colombia;Medellín;relax_fotografía;solo;2;ninguna;229464;7;4.1;257
U10063;52;Colombia;Neiva;cultural;pareja;1;ninguna;149446;17;3.8;202
U10064;31;Colombia;Cartagena;cultural;amigos;2;ninguna;245476;13;4.5;191
U10065;59;Colombia;Cali;gastronómico;pareja;2;ninguna;295587;38;4.8;356
U10066;52;Colombia;Bogotá;aventura;pareja;1;ninguna;175020;36;4.7;151
U10067;26;Colombia;Tunja;naturaleza;amigos;1;ninguna;276093;35;4.0;303
U10068;30;Colombia;Villavicencio;cultural;pareja;2;ninguna;370524;3;4.4;328
U10069;64;Colombia;Villavicencio;aventura;amigos;2;ninguna;232578;21;3.7;88
U10070;53;Colombia;Cúcuta;aventura;amigos;1;ninguna;178997;29;4.1;354
U10071;55;Colombia;Cali;naturaleza;pareja;1;ninguna;128172;1;3.3;120
U10072;28;Colombia;Neiva;relax_fotografía;pareja;3;ninguna;261108;37;4.0;169
U10073;33;Colombia;Pereira;aventura;familia;2;ninguna;241493;24;4.5;351
U10074;22;Colombia;Pereira;naturaleza;familia;2;ninguna;239454;8;3.5;105
U10075;49;Colombia;Pasto;gastronómico;familia;1;ninguna;259413;12;4.0;261
U10076;69;Colombia;Neiva;naturaleza;familia;3;ninguna;171410;4;5.0;65
U10077;50;Colombia;Medellín;cultural;familia;2;ninguna;203021;9;4.4;230
U10078;19;Colombia;Cartagena;cultural;pareja;1;ninguna;134256;29;3.8;105
U10079;25;Colombia;Pereira;naturaleza;pareja;3;ninguna;323437;1;4.3;68
U10080;38;Colombia;Tunja;naturaleza;solo;2;ninguna;228221;32;3.6;122
U10081;55;Colombia;Bucaramanga;cultural;pareja;1;ninguna;208651;11;4.0;129
U10082;32;Colombia;Pereira;relax_fotografía;pareja;2;ninguna;347999;37;4.5;297
U10083;67;Colombia;Cartagena;gastronómico;familia;1;ninguna;230520;15;4.5;215
U10084;62;Colombia;Neiva;cultural;amigos;2;ninguna;249037;27;3.5;237
U10085;47;Colombia;Medellín;cultural;amigos;3;ninguna;224104;19;4.1;325
U10086;23;Colombia;Cúcuta;aventura;solo;2;ninguna;155518;35;4.3;203
U10087;58;Colombia;Tunja;aventura;amigos;2;ninguna;284375;16;4.7;88
U10088;63;Colombia;Cúcuta;cultural;pareja;1;leve;192323;20;3.6;88
U10089;21;Colombia;Bucaramanga;aventura;amigos;1;ninguna;107313;36;4.0;268
U10090;24;Colombia;Pasto;cultural;pareja;2;ninguna;217085;9;3.7;203
U10091;56;México;Extranjero;gastronómico;familia;1;ninguna;340353;10;3.6;191
U10092;30;Colombia;Neiva;cultural;pareja;3;ninguna;323447;9;3.8;262
U10093;42;Colombia;Medellín;aventura;familia;1;ninguna;216747;3;4.0;145
U10094;30;Colombia;Bogotá;aventura;familia;1;ninguna;168023;26;4.8;122
U10095;44;Colombia;Tunja;aventura;familia;2;ninguna;389686;28;3.3;32
U10096;22;Colombia;Barranquilla;gastronómico;solo;1;ninguna;248000;31;4.2;311
U10097;52;Colombia;Barranquilla;aventura;amigos;2;ninguna;278036;25;4.2;158
U10098;47;Colombia;Bogotá;naturaleza;solo;2;ninguna;224927;23;4.1;305
U10099;28;Chile;Extranjero;cultural;pareja;3;ninguna;193996;16;4.5;122
U10100;28;Colombia;Bogotá;cultural;familia;3;ninguna;237094;17;4.0;66
U10101;24;Colombia;Cúcuta;naturaleza;solo;2;ninguna;212884;17;4.4;204
U10102;24;Colombia;Neiva;gastronómico;pareja;1;ninguna;257670;33;3.3;135
U10103;66;Colombia;Ibagué;relax_fotografía;solo;2;ninguna;227286;15;5.0;244
U10104;66;Colombia;Medellín;aventura;pareja;1;ninguna;245861;3;4.3;85
U10105;65;Colombia;Pereira;aventura;familia;1;leve;132746;14;4.3;151
U10106;61;Colombia;Manizales;cultural;pareja;4;ninguna;240389;16;4.3;173
U10107;38;Colombia;Medellín;cultural;solo;2;ninguna;264486;4;3.9;339
U10108;39;Colombia;Villavicencio;aventura;pareja;1;ninguna;239980;17;4.5;325
U10109;29;Perú;Extranjero;cultural;pareja;2;ninguna;306393;38;4.3;329
U10110;66;Colombia;Manizales;relax_fotografía;amigos;3;ninguna;225310;12;4.3;291
U10111;31;Colombia;Villavicencio;naturaleza;familia;3;ninguna;317393;26;4.8;284
U10112;22;Colombia;Medellín;cultural;pareja;2;ninguna;201217;8;4.3;209
U10113;62;Colombia;Bucaramanga;cultural;pareja;3;ninguna;175427;38;3.8;337
U10114;67;Colombia;Medellín;cultural;pareja;1;ninguna;155935;39;4.3;45
U10115;59;Colombia;Cartagena;naturaleza;pareja;1;ninguna;203780;6;4.7;261
U10116;57;Colombia;Bucaramanga;aventura;pareja;3;ninguna;187051;15;4.0;120
U10117;23;Colombia;Bogotá;aventura;solo;2;ninguna;255239;18;4.0;159
U10118;53;Estados Unidos;Extranjero;aventura;pareja;1;ninguna;310531;38;4.1;110
U10119;56;Colombia;Cali;naturaleza;solo;3;ninguna;168107;29;4.8;131
U10120;49;Chile;Extranjero;naturaleza;pareja;1;ninguna;158102;1;4.5;33
U10121;52;Colombia;Pasto;gastronómico;pareja;3;ninguna;346493;24;4.2;120
U10122;46;Colombia;Bogotá;cultural;pareja;1;ninguna;221453;19;3.2;290
U10123;56;Colombia;Cali;naturaleza;amigos;3;ninguna;202358;14;3.6;31
U10124;66;Colombia;Manizales;cultural;familia;2;ninguna;238143;20;3.8;265
U10125;68;Colombia;Pereira;gastronómico;amigos;2;ninguna;80000;4;4.6;296
U10126;49;Colombia;Manizales;naturaleza;pareja;2;ninguna;206032;14;4.0;252
U10127;32;Colombia;Villavicencio;gastronómico;familia;1;ninguna;192267;18;3.9;276
U10128;38;Colombia;Ibagué;cultural;familia;4;ninguna;276099;22;4.6;208
U10129;58;Colombia;Villavicencio;aventura;familia;1;ninguna;212807;22;4.2;170
U10130;34;Colombia;Ibagué;aventura;amigos;2;ninguna;395342;27;3.9;238
U10131;46;Colombia;Tunja;naturaleza;amigos;1;silla_ruedas;176923;10;4.8;126
U10132;46;Colombia;Ibagué;aventura;familia;2;ninguna;299370;10;4.2;188
U10133;20;Colombia;Manizales;cultural;amigos;1;ninguna;312238;12;4.1;86
U10134;28;Colombia;Villavicencio;cultural;pareja;1;ninguna;168846;19;4.4;223
U10135;52;Colombia;Ibagué;cultural;pareja;2;ninguna;153146;31;4.4;245
U10136;23;Colombia;Tunja;naturaleza;familia;2;ninguna;105470;19;4.6;206
U10137;59;Colombia;Bucaramanga;naturaleza;pareja;2;ninguna;185811;5;4.7;359
U10138;40;Colombia;Manizales;cultural;amigos;1;ninguna;180927;0;4.5;157
U10139;51;Colombia;Barranquilla;cultural;pareja;2;ninguna;350197;14;2.8;163
U10140;63;Colombia;Cali;cultural;pareja;2;ninguna;372019;35;5.0;121
U10141;29;Colombia;Bogotá;aventura;pareja;4;leve;171132;34;4.6;105
U10142;24;Colombia;Bogotá;aventura;pareja;1;ninguna;323846;24;4.0;349
U10143;53;España;Extranjero;gastronómico;solo;2;ninguna;187666;14;4.2;292
U10144;60;Colombia;Pasto;gastronómico;amigos;4;ninguna;226687;38;4.5;345
U10145;48;Colombia;Ibagué;cultural;pareja;1;ninguna;193285;24;3.7;161
U10146;55;Colombia;Bogotá;naturaleza;amigos;2;ninguna;305342;30;3.4;216
U10147;55;Colombia;Medellín;cultural;pareja;2;ninguna;80000;8;5.0;121
U10148;55;Colombia;Pasto;gastronómico;solo;1;ninguna;336946;30;4.7;275
U10149;22;Colombia;Cartagena;aventura;pareja;3;ninguna;121825;18;4.0;86
U10150;61;Colombia;Pereira;gastronómico;pareja;1;ninguna;138733;22;4.4;59
U10151;46;Colombia;Cali;aventura;familia;2;ninguna;160414;7;4.8;155
U10152;56;Colombia;Cali;cultural;familia;3;silla_ruedas;247772;6;4.9;263
U10153;31;Colombia;Neiva;aventura;familia;3;ninguna;347430;8;5.0;315
U10154;36;Colombia;Pasto;naturaleza;pareja;3;ninguna;231115;5;4.3;172
U10155;44;Colombia;Barranquilla;relax_fotografía;familia;1;ninguna;246760;14;4.7;63
U10156;62;Colombia;Manizales;cultural;pareja;2;ninguna;202022;17;3.8;47
U10157;52;Colombia;Pasto;cultural;familia;2;ninguna;93354;13;4.0;305
U10158;68;Colombia;Pasto;cultural;solo;1;ninguna;223670;36;3.6;205
U10159;34;Estados Unidos;Extranjero;cultural;familia;1;ninguna;352610;18;4.0;138
U10160;21;Colombia;Tunja;relax_fotografía;amigos;2;ninguna;240285;34;4.1;350
U10161;46;Colombia;Cúcuta;gastronómico;solo;1;ninguna;80000;30;3.7;112
U10162;20;Brasil;Extranjero;aventura;amigos;1;ninguna;297012;36;3.9;293
U10163;45;Colombia;Villavicencio;cultural;solo;1;ninguna;262209;28;4.6;69
U10164;20;España;Extranjero;cultural;pareja;2;ninguna;190352;22;4.1;325
U10165;47;Colombia;Cartagena;aventura;pareja;2;ninguna;250585;10;4.3;334
U10166;32;Colombia;Villavicencio;gastronómico;solo;2;ninguna;237015;0;4.4;119
U10167;37;México;Extranjero;naturaleza;solo;3;ninguna;169378;35;4.9;160
U10168;68;Colombia;Pereira;cultural;solo;2;ninguna;132868;23;3.8;43
U10169;30;Colombia;Manizales;relax_fotografía;pareja;1;ninguna;297871;5;4.2;176
U10170;42;Colombia;Ibagué;naturaleza;familia;3;ninguna;304333;1;4.5;161
U10171;49;Colombia;Bucaramanga;relax_fotografía;familia;1;ninguna;160181;14;4.1;229
U10172;67;Colombia;Cartagena;relax_fotografía;pareja;1;ninguna;335287;2;3.6;188
U10173;45;Colombia;Medellín;naturaleza;amigos;1;ninguna;243017;37;4.9;224
U10174;23;Colombia;Bucaramanga;naturaleza;solo;2;ninguna;88312;32;4.2;104
U10175;25;México;Extranjero;naturaleza;pareja;3;ninguna;264669;1;4.5;71
U10176;59;Colombia;Cali;cultural;pareja;1;ninguna;165365;19;4.0;145
U10177;63;Colombia;Pereira;gastronómico;familia;3;ninguna;208436;7;4.0;336
U10178;35;Colombia;Bucaramanga;cultural;familia;1;ninguna;273464;36;3.9;286
U10179;68;México;Extranjero;naturaleza;familia;2;ninguna;246431;32;4.0;207
U10180;65;Colombia;Ibagué;cultural;pareja;4;ninguna;388235;35;3.9;345
U10181;37;Colombia;Bogotá;relax_fotografía;familia;1;ninguna;140758;6;3.6;355
U10182;26;Colombia;Cartagena;naturaleza;amigos;3;ninguna;80000;2;4.7;209
U10183;52;Alemania;Extranjero;aventura;familia;2;ninguna;357554;15;4.0;317
U10184;31;Ecuador;Extranjero;cultural;amigos;3;ninguna;204396;2;4.5;271
U10185;39;Colombia;Ibagué;cultural;familia;2;ninguna;181848;10;4.0;96
U10186;47;Colombia;Bogotá;naturaleza;solo;3;ninguna;298905;7;4.1;259
U10187;66;España;Extranjero;aventura;pareja;3;ninguna;215490;18;4.1;312
U10188;58;Colombia;Cúcuta;aventura;pareja;2;ninguna;191399;21;3.4;126
U10189;66;Colombia;Villavicencio;aventura;pareja;1;ninguna;190945;24;4.7;130
U10190;68;Colombia;Manizales;gastronómico;pareja;3;ninguna;81874;18;4.1;52
U10191;42;Colombia;Cartagena;naturaleza;familia;4;ninguna;270609;22;3.5;259
U10192;37;España;Extranjero;relax_fotografía;pareja;2;ninguna;254443;25;4.0;272
U10193;33;Chile;Extranjero;cultural;pareja;2;ninguna;226336;26;4.7;189
U10194;38;Colombia;Pereira;naturaleza;familia;3;ninguna;289352;33;4.4;46
U10195;20;Colombia;Pasto;naturaleza;amigos;2;ninguna;326566;27;3.6;270
U10196;18;Colombia;Pasto;cultural;pareja;1;ninguna;270123;10;4.7;256
U10197;66;Colombia;Pereira;relax_fotografía;amigos;3;ninguna;273788;28;3.7;307
U10198;31;Colombia;Cartagena;naturaleza;familia;1;ninguna;146058;16;4.2;91
U10199;22;Colombia;Tunja;aventura;familia;1;ninguna;190382;30;3.3;344
U10200;64;Colombia;Neiva;naturaleza;familia;2;ninguna;268184;34;4.5;117
U10201;40;Colombia;Cúcuta;gastronómico;solo;1;ninguna;278560;7;5.0;48
U10202;59;Colombia;Villavicencio;cultural;amigos;1;ninguna;286407;21;3.8;60
U10203;55;Colombia;Cali;relax_fotografía;pareja;3;ninguna;168003;4;4.7;341
U10204;45;Colombia;Pereira;cultural;solo;2;ninguna;170226;1;4.1;174
U10205;50;Colombia;Tunja;naturaleza;familia;3;ninguna;291234;37;5.0;127
U10206;44;Colombia;Cúcuta;naturaleza;familia;1;ninguna;267559;29;3.7;335
U10207;47;Colombia;Bogotá;cultural;amigos;2;leve;148516;38;4.0;298
U10208;59;Colombia;Medellín;cultural;pareja;2;ninguna;232466;35;4.5;252
U10209;55;Argentina;Extranjero;cultural;pareja;3;ninguna;165984;0;4.6;330
U10210;20;Colombia;Manizales;relax_fotografía;familia;4;ninguna;348929;0;3.7;174
U10211;64;Colombia;Villavicencio;cultural;pareja;2;ninguna;220937;1;4.2;355
U10212;22;Colombia;Neiva;aventura;pareja;2;leve;185216;8;4.9;247
U10213;66;Colombia;Bucaramanga;cultural;pareja;2;leve;258371;22;4.6;56
U10214;69;Canadá;Extranjero;naturaleza;pareja;2;ninguna;195531;16;4.6;107
U10215;52;Colombia;Bogotá;relax_fotografía;solo;3;leve;251870;10;3.7;184
U10216;36;España;Extranjero;relax_fotografía;amigos;2;ninguna;213127;38;4.8;341
U10217;37;Colombia;Pasto;cultural;pareja;2;ninguna;265176;6;4.6;343
U10218;19;Colombia;Villavicencio;aventura;solo;3;ninguna;124376;30;4.4;271
U10219;37;Colombia;Tunja;gastronómico;familia;1;ninguna;325227;19;5.0;281
U10220;54;Colombia;Bogotá;cultural;pareja;1;ninguna;276376;7;4.4;236
U10221;69;Colombia;Manizales;naturaleza;familia;4;ninguna;233789;1;3.9;117
U10222;66;Colombia;Villavicencio;gastronómico;pareja;4;ninguna;222919;8;4.2;187
U10223;27;Colombia;Villavicencio;cultural;pareja;1;ninguna;204107;37;3.6;124
U10224;54;Colombia;Neiva;aventura;pareja;3;ninguna;238377;31;4.2;46
U10225;68;Colombia;Ibagué;cultural;solo;2;ninguna;385570;32;3.4;350
U10226;46;Colombia;Manizales;cultural;solo;2;ninguna;165638;10;4.2;160
U10227;30;Colombia;Medellín;aventura;pareja;3;ninguna;310441;17;4.3;324
U10228;48;México;Extranjero;aventura;amigos;2;ninguna;283241;14;3.8;84
U10229;56;Colombia;Cali;aventura;familia;1;ninguna;156395;7;4.5;336
U10230;36;Colombia;Bogotá;cultural;pareja;1;ninguna;231428;25;5.0;38
U10231;51;Colombia;Pereira;cultural;pareja;3;ninguna;213460;29;4.0;357
U10232;61;Colombia;Ibagué;cultural;solo;1;ninguna;80000;38;4.4;33
U10233;25;México;Extranjero;gastronómico;amigos;2;ninguna;276655;32;4.7;81
U10234;52;Colombia;Ibagué;naturaleza;familia;3;ninguna;132228;39;3.5;105
U10235;29;Colombia;Cartagena;aventura;pareja;1;ninguna;207038;11;3.6;136
U10236;45;Canadá;Extranjero;cultural;amigos;3;ninguna;334402;29;4.2;96
U10237;52;Colombia;Medellín;cultural;amigos;4;ninguna;317410;15;3.7;31
U10238;57;Colombia;Villavicencio;relax_fotografía;pareja;1;ninguna;232962;6;5.0;114
U10239;26;Colombia;Villavicencio;cultural;amigos;1;silla_ruedas;152015;35;4.5;165
U10240;63;Colombia;Tunja;aventura;pareja;1;ninguna;302046;20;4.1;339
U10241;36;Colombia;Neiva;aventura;familia;2;ninguna;212021;21;4.0;300
U10242;26;Colombia;Barranquilla;cultural;familia;2;ninguna;262660;11;4.5;354
U10243;52;Colombia;Pasto;aventura;amigos;1;ninguna;80000;17;4.1;346
U10244;64;Colombia;Ibagué;naturaleza;familia;1;ninguna;100537;7;4.4;330
U10245;21;Colombia;Cúcuta;cultural;familia;3;silla_ruedas;359268;6;3.7;153
U10246;34;Colombia;Manizales;naturaleza;pareja;1;ninguna;241772;2;4.4;158
U10247;61;Colombia;Bogotá;aventura;pareja;3;ninguna;197618;7;4.7;288
U10248;61;Colombia;Neiva;cultural;solo;3;ninguna;206356;4;4.2;31
U10249;30;Colombia;Cúcuta;aventura;pareja;4;ninguna;207889;19;3.6;354
U10250;27;Colombia;Ibagué;aventura;pareja;4;ninguna;220771;10;3.9;335
U10251;66;Colombia;Ibagué;aventura;familia;1;ninguna;420884;38;4.4;318
U10252;18;Colombia;Ibagué;naturaleza;familia;3;leve;243858;29;3.7;327
U10253;49;Colombia;Neiva;cultural;amigos;1;ninguna;82394;28;4.1;357
U10254;49;Colombia;Bogotá;cultural;familia;1;ninguna;217239;6;3.8;37
U10255;68;Colombia;Neiva;naturaleza;solo;3;ninguna;235294;34;5.0;101
U10256;27;Colombia;Pereira;gastronómico;solo;1;ninguna;241376;22;3.7;155
U10257;23;Colombia;Bogotá;naturaleza;pareja;2;ninguna;190739;32;3.9;241
U10258;57;Colombia;Medellín;cultural;familia;1;ninguna;368776;36;4.3;133
U10259;47;Colombia;Barranquilla;cultural;pareja;2;ninguna;112675;9;4.1;335
U10260;34;España;Extranjero;naturaleza;solo;3;ninguna;200323;15;4.3;102
U10261;32;Colombia;Pereira;relax_fotografía;pareja;1;ninguna;261174;28;3.0;80
U10262;49;Colombia;Cúcuta;naturaleza;amigos;1;ninguna;268398;21;4.1;92
U10263;59;Colombia;Pasto;aventura;solo;3;leve;209043;38;4.3;310
U10264;56;Colombia;Villavicencio;cultural;pareja;3;ninguna;265963;2;3.9;207
U10265;20;Colombia;Cúcuta;cultural;solo;2;ninguna;244974;33;4.2;273
U10266;64;Estados Unidos;Extranjero;gastronómico;solo;3;ninguna;238382;12;3.7;79
U10267;27;Colombia;Medellín;gastronómico;amigos;4;ninguna;141992;10;4.6;176
U10268;19;Colombia;Cúcuta;cultural;solo;1;ninguna;232056;37;4.2;329
U10269;66;Argentina;Extranjero;gastronómico;familia;1;ninguna;323921;19;4.2;221
U10270;26;Colombia;Villavicencio;aventura;solo;3;ninguna;400042;21;4.4;355
U10271;25;Colombia;Bucaramanga;aventura;solo;2;ninguna;272072;6;3.9;30
U10272;57;Colombia;Cali;gastronómico;pareja;1;ninguna;240641;19;4.2;359
U10273;19;Colombia;Neiva;naturaleza;pareja;1;leve;285069;5;3.9;318
U10274;29;España;Extranjero;naturaleza;amigos;2;ninguna;165403;15;4.5;344
U10275;40;Colombia;Cúcuta;cultural;amigos;1;leve;292637;8;3.6;174
U10276;33;Colombia;Medellín;aventura;familia;3;ninguna;102173;15;3.1;60
U10277;32;Colombia;Pereira;cultural;amigos;3;ninguna;230200;28;4.0;239
U10278;62;Colombia;Cali;cultural;amigos;4;ninguna;160751;33;3.9;65
U10279;49;Colombia;Bogotá;relax_fotografía;pareja;3;leve;273394;37;4.1;154
U10280;58;Colombia;Villavicencio;cultural;familia;1;ninguna;336070;5;3.4;216
U10281;44;Colombia;Neiva;cultural;pareja;1;ninguna;250579;26;4.4;349
U10282;55;Estados Unidos;Extranjero;cultural;familia;1;ninguna;153576;35;4.7;256
U10283;44;Colombia;Barranquilla;gastronómico;solo;1;ninguna;202073;26;4.1;262
U10284;59;Colombia;Pasto;relax_fotografía;solo;1;ninguna;252914;6;4.8;72
U10285;66;Colombia;Cartagena;naturaleza;amigos;2;ninguna;222868;16;4.8;51
